Il n'y a plus que trois jours () le départ.	正解はavant。jusqu'àは継続的動作を伴う
(1) 軍事演習場	(1) 「軍事演習場」は un champ de (manoeuvre) といいます。この 場合 manoeuvre は「演習、機動、教練」の意味で使用されています。元来は main 「手」+ cuvre 「仕事」から成る単語で、「操縦、運転、操作」を原義とします。誤答例として圧倒的に多かったのは militaire でした。そのほかにも, bataille, l'armée, force, feu, guerre, entraînement, pratique などが多く見うけられました。
(6) 非営利団体 	(6)「非営利団体」は une association à but non (lucratif) といいます。これは知らないと歯が立たない設問ですが、さまざまなメディアで使用されていますので、ぜひ覚えてください。lucratif(-ve) は「利益の多い、もうかる」 を意味する形容詞で、「もうけ、利益」を意味するラテン語 lucrum に由来する語です。
(7) 有人飛行	(7)「有人飛行」は un vol (habité) と表現されます。潜水艦や宇宙船で「有人の」を意味する habité は、すでに1968年から使われています。最近なにかと話題になるテーマですので、ぜひ覚えてください。
(8) 高速通信網	(8) 「高速通信網」は le réseau à haut (débit) といいます。débit には「小売、 (水、ガス、電気などの)単位時間あたりの流量・供給量」の意味があり、 これが電気通信や情報科学の分野で使われると、「情報伝達量、スループット」の意味になります。
(10) 労使の代表	(10) 「労使の代表」は、la les partenaires (sociaux)と言います。partenaire(s)には「（交渉などの）相手方」、「(政治上の)パートナー」という旨味があります。そこから、労使双方を指す partenaires sociaux という複数表現が生まれ、 そのまま定着したと覚えてください。誤答例としては、délégués, représentarifs, représentatives, travailleurs, syndicaux、syndicates などがありました。いずれも日本語の発想をむりやり押し込めた印象が否めません。
(14) 慢性疾患	(14) 「慢性疾患」は une maladie (chronique) といいます。chronique という 形容詞は、「時間」を意味するギリシア語の khronos に由来するラテン語 chronicus から派生した単語で、「永続する、慢性の」という意味で使われます。同つづりの女性名詞 chronique は、「年代記、編年記」を意味します。 ちなみに、「急性疾患」は une maladie aiguê といいます。
2014年春季実用フランス語検定1級 (1) Cet écrivain vit ( ) sa plume mais très mal.	(1) Cet écrivain vit (de) sa plume mais très mal. 「この作家は筆一本で生計をたてているが、ひじょうに稼ぎが悪い」という意味になります。手段、道具を表わす前置詞 de の用法を問う問題です。おもな用例としては frapper d'un poignard「短刀で襲う」、écrire de la main gauche「左手で書 く」などがあります。得点率は 15%でした。
2014年春季実用フランス語検定1級 (2) Il faut que vous soyez gentil avec lui, juste ( ) le geste.	(2) Il faut que vous soyez gentil avec lui, juste (pour) le geste. 「せめて態度だけでも彼に優しくしなさい」となります。目的、用途を表す前置詞 pour の用法を問う問題です。おもな用例としては pour mon plaisir personnel 「私個人の楽しみのために」、C'est pour rire.「冗談ですよ」などがあります。得点率は 24%でした。
2014年春季実用フランス語検定1級 (3) Mon ordinateur est très lent ( ) moments.	(3) Mon ordinateur est très lent (par) moments. 「私のパソコンはときおり動作が近くなる」という意味です。par moment(s) 「ときおり」という表現を知っているかどうか問うた問題です。得点率は 18%でした。
2014年春季実用フランス語検定1級 (4) Son père a commencé le russe ( ) le tard : il avait 52 ans.	(4) Son père a commencé le russe (sur) le tard : il avait 52 ans.「彼（女）の父親は年をとってからロシア語を始めた。彼は 52 歳だった」となります。 sur le tard「晩年に、年をとってから」という成句を知っているかどうかがポイントとなります。なお、sur は「～のころに」と時間を表わします。得点率は15%でした。 この問題の平均得点率は18%でした。
2014年春季実用フランス語検定1級 (1) 期日前投票	(1) 「期日前投票」は le vote (anticipé)といいます。 例として圧倒的に多かったのは、préalable, 次いで avancé, avant, précédent, antérieur, prélimindire、prévu、précédantなどです。「前」という日本語につられたのがうかがわれます。「期日前」という日本語をフランス語らしく写し取ろうとして苦しまぎれに prédaté という新語を発明した受験者も少なからずいました。得点率はわずか3%でした。
2022年春季実用フランス語検定1級 J’ai été stupéfaite de sa réponse	（解答例）Sa réponse a provoqué ma stupéfaction.  （私の解答）Sa réponse m’a provoqué la stupéfaction.  お答えは間違いです。「… m’a provoqué」は使えないことはないですが、表現によりますし、次は不定冠詞のついている単語が並びます。 → Ça m’a provoqué une grosse douleur dans la poitrine.
2022年春季実用フランス語検定1級 Le tourisme est le seul secteur qui puisse relever économiquement ce pays.	（解答例）Le relèvement économique de ce pays dépend entièrement du secteur du tourisme.  （私の解答）Le tourisme est le seul secteur qui puisse rendre possible le relèvement économique de ce pays.  お答えは合っていると思います。もっとシンプルな文型ですが、間違はないです。
2022年春季実用フランス語検定1級 Notre entretien a été bref mais frucueux.	（解答例）Malgré sa brièveté, notre entretien a été fructueux.  （私の解答）Notre entretien a été d’une brièveté mais frucueux.  名詞化自体は合っていますが、作られた文章の意味が違うので間違いになります。
2022年春季実用フランス語検定1級 Selon certains experts, on ne devrait plus attribuer ces tableaux à Monet.	（解答例）L’attribution de ces tableaux à Monet est contestée par certains experts. Certains experts n'admettent plus (s'opposent à) l'attribution de ces tableaux à Monet.  （私の解答）Selon certains experts, on ne devrait éviter l’attribution de ces tableaux à Monet.  こちらも３番と同じく、名詞化は合っていますが、文章の意味は少し違います。
2022年春季実用フランス語検定1級 A: Cette équipe a ( ) plusieurs défaites avant de devenir championne. B: Le barman a ( ) le comptoir avec un chiffon.	essuyé  A:「（被害など）をこうむる、（非難など）を受ける」 B:「ぬぐう」
2022年春季実用フランス語検定1級 A: De plus en plus de commerçants refusent le ( ) par chèque. B: Les deux chefs d'Etat ont négocié un ( ) définitif du problème frontalier.	règlement
2022年春季実用フランス語検定1級 A: Le pays est incapable d'( ) ses infrastructures vieillissantes. B: Vous devriez ( ) meilleures relations avec vos voisins.	entretenir
2022年春季実用フランス語検定1級 A: Le vieillard était ( ) d'oreille B: Son collègue est ( ) à cuire.	dur  être dur d'oreille 耳が遠い． B 難しい
2022年春季実用フランス語検定1級 Aujourd'hui, au sud de la Loire, la température atteint ( ) endroits 40 degrés.	par
2022年春季実用フランス語検定1級 Il a refusé de répondre, en se retranchant () le secret professionnel.	derrière  [代動] 〈se retrancher derrière [dans] qc …の背後［中］に立てこもる，…で身を守る．
2022年春季実用フランス語検定1級 Je travaille ( ) l'année dans cette usine.	à l'année  = all year  通年、一年にわたる
2022年春季実用フランス語検定1級 Mon patriotisme ne le cède ( ) rien au vôtre.	en  un patriotisme 愛国心  ne pas le céder en qc [en rien] à qn／qc …の点では［いかなる点でも］…にひけをとらない．
2022年春季実用フランス語検定1級 医療ひっ迫	la pression hospitalière / sanitaire
2022年春季実用フランス語検定1級 管楽器	les instruments à vent
2022年春季実用フランス語検定1級 警官隊	les forces de l'ordre
2022年春季実用フランス語検定1級 食品ロス	le gaspillage alimentaire
2022年春季実用フランス語検定1級 風力エネルギー	l'énergie éolienne
	circule à trottinette électrique
ドラッグやアルコールを摂取した状態で運転する	(conduire) sous l'emprise de drogues ou d'alcool  sous l'～ de ... …につき動かされて，駆られて．
friser	[他動] ➊ 〔髪，ひげ〕をカールする，巻き毛にする；〔人〕の髪をカールする． ➋ …のすぐそばを通る，をかすめる． L'hirondelle frise la surface de l'eau.｜ツバメが水面すれすれに飛んでいる． ➌ もう少しで…になる，危うく…する目に遭う．
une entorse	[女] ❶ 捻挫(ねんざ)． ❷ 違反；歪(わい)曲；無視．
体育	éductaion physique
「中学生の頃」	Quand j'etais collégienne / Quand j'étais au collège
交通違反	un délit routier
司法支援グループ	le group d'appui judiciaire
2023年秋季実用フランス語検定準１級 Pourquoi tousses-tu tout le temps ? D'où vient ta () continuelle ?	toux
採血	La prise de sang
釣り糸を使った釣り	pêcher à la ligne
静脈 VS 動脈	le veine la artère
2022年秋季 Dans ce pays, le peuple est opprimé par le régime militaire. Dans ce pays, le peuple...	Dans ce pays, le peuple vit sous l'oppression du régime militaire.
2022年秋季 Elle a pris deux tasses de café pour soulager sa tête lourde. Deux tasses...	Deux tasses de café ont soulagé ses lourdeurs de tête.
2022年秋季 Il s'attire des ennemies par sa conduite hypocrite. L'...	L'hypocrisie de sa conduite lui attire des ennemies.
2022年秋季 Ils ont mis des semaines à trier ces dossiers. Le...	Le tri de ces dossiers leurs a pris des semaines.
2022年秋季 Pourquoi tousses-tu tout le temps ?	D'où vient ta toux continuelle ?
2022年秋季 A: Ce couple ( ) son mariage. B: Ce produit ( ) les matières grasses.	dissout A: 「解消する」 B: 「溶かす」
2022年秋季 A: La ( ) de sang est le plus souvent réalisée dans une veine. B: Les punitions semblent n'avoir aucune ( ) sur lui.	prise A: 「採血」 B: 「影響を与える」
2022年秋季 A: Le terrain des voisins s'( ) jusqu'à la frontière. B: Ton exposé s'( ) trop sur des détails.	étend A: 「広がっている」 B: 「長々と話す」
2022年秋季 A: Malheureusement, je n'ai reçu qu'une réponse ( ). B: Ne touchez pas le mur : la peinture n'est pas encore ( ).	sèche A: 「そっけない」 B: 「乾いている」
2022年秋季 A: Mon père est parti pêcher à la ( ). B: Son fils ne pense qu'à sa ( ) et ne mange pas beaucoup.	ligne A: 「釣り糸を使った釣り」 B: 「体の線」
une vraisemblance	/vrεsɑ̃blɑ̃ːs/ [女] 本当らしさ
[女] 本当らしさ	/vrεsɑ̃blɑ̃ːs/ une vraisemblance
terre(-)à(-)terre	[形]((不変))世俗の，卑近な；物質的な，実際的な．
[形]((不変))世俗の，卑近な；物質的な，実際的な	terre(-)à(-)terre
consterner	/kɔ̃stεrne/ [他動] …を愕然(がくぜん)［茫然(ぼうぜん)］とさせる
[他動] …を愕然(がくぜん)［茫然(ぼうぜん)］とさせる	/kɔ̃stεrne/ consterner
1) …を（ゆっくり）揺り動かす． 2)…を放る；投げ捨てる，追い出す． 3) 〔悪口など〕を浴びせる．	/balɑ̃se/ ⸨話⸩ balancer
⸨話⸩ balancer	/balɑ̃se/ 1) …を（ゆっくり）揺り動かす．  2)…を放る；投げ捨てる，追い出す．  3) 〔悪口など〕を浴びせる．
une appréciation	/apresjasjɔ̃/ 1) 評価，鑑定，測定 2)（検討に基づく）判断，意見 3)（株や通貨などの）値上がり
1) 評価，鑑定，測定 2)（検討に基づく）判断，意見 3)（株や通貨などの）値上がり	une appréciation /apresjasjɔ̃/
une bosse	こぶ
こぶ	une bosse
un bobo	⸨幼児語⸩ ／⸨話⸩ 痛み、かすり傷
⸨幼児語⸩ ／⸨話⸩ 痛み、かすり傷	un bobo
asséner qc (à qn)	…（の痛打）を（…に）食らわす
…（の痛打）を（…に）食らわす	asséner qc (à qn)
sous l'emprise de ...	…につき動かされて，駆られて
…につき動かされて，駆られて	sous l'emprise de ...
1)〖論理学〗 〖数学〗 系；派生的命題 2)当然の結果，必然的帰結	/kɔrɔlεːr/ un corollaire
un corollaire	/kɔrɔlεːr/ 1)〖論理学〗 〖数学〗 系；派生的命題 2)当然の結果，必然的帰結
だれの目にも明らかな，異論の余地のない 一語	/flaɡrɑ̃, ɑ̃ːt/ flagrant, ante
flagrant, ante	/flaɡrɑ̃, ɑ̃ːt/ だれの目にも明らかな，異論の余地のない
1) 運命，宿命 2) 必然 f	une fatalité /fatalite/
une fatalité	/fatalite/  1) 運命，宿命 2) 必然
1)   に…するよう強く促す，命令する 2) 〖数学〗 …の和を求める，合計する	/sɔme/  sommer 〈sommer qn de＋不定詞〉…
sommer	/sɔme/  1) 〈sommer qn de＋不定詞〉…に…するよう強く促す，命令する 2) 〖数学〗 …の和を求める，合計する
sciemment	[副]承知の上で；故意に
[副]承知の上で；故意に	sciemment
innombrable	/i(n)nɔ̃brabl/ [形] 数えきれない；無数の，非常に多くの
[形] 数えきれない；無数の，非常に多くの	/i(n)nɔ̃brabl/ innombrable
côtoyer	/kotwaje/ 1)…に沿って行く；沿って続く 2) （頻繁に）…と接する，交わる 3) …と隣り合う，境を接する；紙一重である
1)…に沿って行く；沿って続く 2) （頻繁に）…と接する，交わる 3) …と隣り合う，境を接する；紙一重である	/kotwaje/ côtoyer
une route goudronnée	舗装道路
舗装道路	une route goudronnée
tomber en désuétude	使われなくなる
使われなくなる horsじゃない	tomber en désuétude
un (des) hameau(x)	/amo/  小集落，小部落
小集落，小部落	/amo/  un (des) hameau(x)
国会解散	la dissolution de l'Assemblée nationale
世界遺産	le patrimoine mondial de l'humanité
データベース	la base de données
脳死	la mort célébrale
非常階段	l'escalier de secours  secourseではない
s'agglutiner	密着する；群がる
密着する；群がる	s'agglutiner
par milliers	数千単位で
数千単位で	par milliers
la couvaison	抱卵（期間） 鳥類が卵を孵化(ふか)させるために抱いて温めること
抱卵（期間） 鳥類が卵を孵化(ふか)させるために抱いて温めること	la couvaison
couver	/kuve/ 〔鳥が卵〕を抱く、かえす
〔鳥が卵〕を抱く、かえす	/kuve/ couver
congénère	/kɔ̃ʒenεːr/ 同類の生物
同類の生物	/kɔ̃ʒenεːr/ congénère
rassasier qn/qc (de qc)	…を（…で）満足させる
…を（…で）満足させる r	rassasier qn/qc (de qc)  ressaisir  気を取り直す
reconstituer ses réserves corporelles	体の蓄えを再構築する
体の蓄えを再構築する	reconstituer ses réserves corporelles
prendre la relève	誰かの後を継ぐ
誰かの後を継ぐ	prendre la relève
ravaler	/ravale/ 1) 〔口の中の物〕を飲み込む；〔感情など〕を抑える 2) …をおとしめる，の価値を下げる
1) 〔口の中の物〕を飲み込む；〔感情など〕を抑える 2) …をおとしめる，の価値を下げる	/ravale/ ravaler
se ravaler	品位が下がる，品格が落ちる
品位が下がる，品格が落ちる	se ravaler
autocrate	/ɔtɔkrat/ 専制君主
専制君主	/ɔtɔkrat/ autocrate
se fissurer	ひびが入る
ひびが入る	se fissurer
un devoir de réserve	特に公務員や一部の専門職の人々に求められる、公然と意見や感情を表明することの自制の義務
特に公務員や一部の専門職の人々に求められる、公然と意見や感情を表明することの自制の義務	un devoir de réserve
1999年秋季実用フランス語検定1級 A : Cette année, les achats d'ordinateurs ont connu une baisse de l'(     ) de 10 %. B : Il faudrait rappeler les parents à l'(     ) quand leurs enfants font des bêtises.	"ordre  A: ""ordre"" は「baisse de l'ordre de 10 %」で「おおよそ10%」という意味になります。この文脈では、コンピュータの購入がおおよそ10%減少したことを示していますが、正確な数字ではないことを示唆しています。  B: ""ordre"" は「rappeler les parents à l'ordre」で「秩序」や「規律」を意味します。この文脈では、子供たちがいたずらをした時に親たちに責任を思い出させる、または気をつけるように警告することを示しています。"
1999年秋季実用フランス語検定1級 リストラ計画	le plan de restructuration
1999年秋季実用フランス語検定1級 ()の中の動詞を正しい形に変えてください。 «Ces années-là, même le mimosa (   geler   ) en décembre !», se souvient Pierre.	「avait gelé」と「avait été gelé」の違いについて説明します。  「avait gelé」: 過去完了形の能動態。この形は、ある過去の出来事が別の過去の時点よりも前に完了したことを示す。この文脈では、ある過去の時点（Pierreが思い出している時点）よりも前のある年の12月に、ミモザが凍ったことを示しています。  「avait été gelé」: 過去完了形の受動態。この形は、何かによって何かがされたことを示す。しかし、この文脈ではミモザが自然現象として凍ったので、能動態を使用するのが適切です。  したがって、この文脈では「avait gelé」が正しい形となります。
1999年秋季実用フランス語検定1級 ()の中の動詞を正しい形に変えてください。 Certes, les températures de cette semaine, (   avoisiner  ) les 15 degrés, ne dépassaient pas beaucoup la moyenne habituelle.	正しい形は「avoisinant」です。  「avoisinées」を使う場合、動詞「avoisiner」は受動態になることを示唆します。しかし、この文の文脈では「les températures」が主語として「15 degrés」に近づいている、という意味が適切です。受動態は不適切です。  したがって、「avoisinant」（現在分詞形）を使うことで、その週の気温が15度に近かったことを表現できます。  「Certes, les températures de cette semaine, avoisinant les 15 degrés, ne dépassaient pas beaucoup la moyenne habituelle.」 この文では「cette semaineの温度は15度に近づいていた」という意味になります。  もし「avoisinées」を使うと、それは「気温が何かによって15度に近づけられた」という意味になってしまい、文の意味が変わってしまいます。
2000年秋季実用フランス語検定１級 À peine était-il arrivé à Rouen qu'il a visité la ville.	（解答）Son arrivée à Rouan à peine qu'il a visité la ville. （正答）Dès son arrivée à Rouen, il a visité la ville. （AI）Dès son arrivée à Rouen, il a visité la ville.
2000年秋季実用フランス語検定１級 (4)Toute la France a été surprise par cette nouvelle.	（解答）Cette nouvelle a donné une surprise à tout le monde en France. （正答）Cette nouvelle a provoqué une surprise générale en France. （AI）La surprise de toute la France face à cette nouvelle a été grande. フランス語では、「驚き」を与えるというよりは、何かが「驚きを引き起こす」と表現することが一般的です。したがって、より自然なフランス語の文は次のようになります：  「Cette nouvelle a créé une grande surprise parmi tout le monde en France.」  これは「このニュースはフランス中の全員に大きな驚きをもたらした」という意味になります。ここでは「a créé une grande surprise」（大きな驚きを生み出した）という表現を使用しています。 「Cette nouvelle a provoqué une surprise générale en France.」は非常に良い表現です。この文は、「このニュースはフランス全体で一般的な驚きを引き起こした」という意味になります。 「provoquer」は「引き起こす」や「もたらす」という意味で、この文脈で「surprise」（驚き）と組み合わせるのは自然です。また、「générale」（一般的な、全体の）という形容詞を使うことで、このニュースがフランス全体に影響を与えたというニュアンスが強調されています。
2000年秋季実用フランス語検定１級 A : L'accident de la princesse a fait la (   ) de tous les journaux. B : Venise est l'(   ) des villes les plus belles du monde.	これらの文では、「une」は異なる意味で使用されています。文Aでは「une」は新聞の一面を意味し（「faire la une」は「一面を飾る」という意味）、文Bでは「une」は「one of」（〜の一つ）を意味します。
2001年秋季実用フランス語検定1級　筆記試験問題 A : En attendant d'acheter un appartement, je reste en ( ) . B : Pour tous les spectacles de la saison prochaine, la ( ) sera ouverte dans quinze jours	AとBの両方に適切な単語を入れる場合、「location」が適切です。この単語はフランス語で「賃貸」または「予約」の意味を持ちます。  A: 「En attendant d'acheter un appartement, je reste en location.」 （アパートを買うまでの間、私は賃貸で暮らします。） B: 「Pour tous les spectacles de la saison prochaine, la location sera ouverte dans quinze jours.」 （来シーズンの全ての公演について、予約は15日後に開始されます。）
2001年秋季実用フランス語検定1級　筆記試験問題 A : Prenez la parole à votre (     ) . B : Si on allait faire un (     ) dans le quartier ?	AとBの両方に適切な単語を入れる場合、「tour」が適切です。この単語はフランス語で「順番」や「散歩、周り」などの意味を持ちます。  A: 「Prenez la parole à votre tour.」（あなたの順番で発言してください。） B: 「Si on allait faire un tour dans le quartier ?」（近所を散歩しに行きませんか？）
"2003年秋季実用フランス語検定1級 Il est très déçu, parce que son ami a ""adhéré"" au parti adverse."	(解答) Il est très déçu à cause de l'adhésion de son ami au parti adverse. (AI)   Il est très déçu à cause de l'adhésion de son ami au parti adverse. (正答)  L'adhésion de son ami au parti adverse l'a beaucoup déçu.
"2003年秋季実用フランス語検定1級 Lorsque la nuit est ""tombé"", les soldats se sont mis à avancer."	(解答) Lors de la tombée de la nuit, les soldats se sont mis à avancer. (AI)   Lors de la tombée de la nuit, les soldats se sont mis à avancer (正答)　Les soldats se sont mis à avancer à la tombée de la nuit.
2003年秋季実用フランス語検定1級 On a applaudi chaleureusement son discours.	(解答) Son discours a reçu un applaudissement chaleureux. (AI) Les applaudissements chaleureux pour son discours ont été nombreux. (正答) Son discours a soulevé des applaudissements chaleureux. 「Son  discours a reçu un applaudissement  chaleureux.」（彼のスピーチは熱心な拍手を受けた。）という文は正しいです。この文では、「applaudissement」を名詞として使用しており、「拍手」という意味になります。文脈によっては、「applaudissements」を複数形で使うこともありますが、「un  applaudissement chaleureux」（一つの熱心な拍手）という表現も文法的に正しく、意味も適切です。
2003年秋季実用フランス語検定1級 Pierre s'est montré très constant dans la mise en œvre de son projet.	"(解答) Pierre s'est montré d'une grand constance dans la mise en œvre de son projet. (AI)  La constance de Pierre dans la mise en œuvre de son projet a été remarquable. (正答)Pierre a fait preuve d'une grande constance dans la mise en œuvre de son projet. grand""e""にすること"
2001年秋季実用フランス語検定1級 Après cette trahison il se méfie des hommes politiques.	(解答) Après cette trahison, il épreuve une méfience des hmmes politiques.  (AI) Après cette trahison, sa méfiance envers les hommes politiques a augmenté. (正答) Après cette trahison il éprouve de la méfiance vis-à-vis des hommes politiques.  「Après  cette trahison, il éprouve une méfiance des hommes  politiques.」という文は、ほぼ正しいですが、少し文法的な調整が必要です。特に、「une méfiance des hommes  politiques」の部分は少し不自然です。より自然なフランス語の表現にするには次のように修正します： 「Après cette trahison, il éprouve une méfiance envers les hommes politiques.」 この修正では、「envers」を使って「les hommes politiques」（政治家たち）への「méfiance」（不信感）を明確に表現しています。これにより、文は「その裏切りの後、彼は政治家たちに対して不信感を抱いている」という意味になります。   フランス語では、感情や状態を表す不可算名詞の前に部分冠詞「de」を使用します。この場合、「méfiance」（不信感）は不可算名詞であり、「de la méfiance」は「ある程度の不信感」を意味します。
2001年秋季実用フランス語検定1級 Ce cosmonaute a été convenablement formé en sciences.	(解答) Ce cosmonaute a pris une formation convenable en sciences. (AI) La formation convenable de ce cosmonaute en sciences a été remarquable. (正答) Ce cosmonaute a reçu une formation convenable en sciences.  はい、「Ce  cosmonaute a pris une formation convenable en  sciences.」という文は文法的に正しいです。この文は「この宇宙飛行士は科学分野で適切な教育を受けた」という意味になります。ここで「formation」は教育や訓練を意味する名詞で、「convenable」はその教育の質を「適切な」と形容しています
2003年秋季実用フランス語検定1級 A : À l'époque, un camion (     ) les colis tous les jours vers le sud du pays. B : Chaque geste du bébé (     ) de joie ses grands-parents. eじゃない。	AとBの両方に適切な単語を入れる場合、「transportait」が適切です。この単語は、「運ぶ」や「輸送する」という意味の動詞です。    A: 「À l'époque, un camion transportait les colis tous les jours vers le sud du pays.」（その当時、トラックは毎日荷物を国の南部に運んでいた。） B: 「Chaque geste du bébé transportait de joie ses grands-parents.」（赤ちゃんの一挙手一投足は祖父母を喜びで満たしていた。） この文では、「transportait」は物理的な輸送だけでなく、感情を「運ぶ」、つまり伝えるという意味でも使われています。
2003年秋季実用フランス語検定1級 A : Depuis sa (     ) à neuf, ce restaurant est encore plus populaire. B : « Soldes : (     ) spéciale de 15 % sur tous les articles. »	A: 「Depuis sa remise à neuf, ce restaurant est encore plus populaire.」（改装後、このレストランはさらに人気が高まっている。） B: 「Soldes : remise spéciale de 15 % sur tous les articles.」（セール：全商品に対する特別15％割引。）  この文では、「remise à neuf」は物理的な改修やリニューアルを意味し、「remise spéciale」は特別な販売促進や割引を意味しています。
2003年秋季実用フランス語検定1級 A : Il s'est occupé du (     ) et du tirage de ces photos. B : Les pays en voie de (     ) ont encore besoin de l'aide des pays avancés.	AとBの両方に適切な単語を入れる場合、「développement」が適切です。この単語は、「開発」や「発展」という意味の名詞です。    A: 「Il s'est occupé du développement et du tirage de ces photos.」（彼はこれらの写真の現像とプリントを担当した。） B: 「Les pays en voie de développement ont encore besoin de l'aide des pays avancés.」（発展途上国はまだ先進国からの援助を必要としている。）   この文では、「développement」が、Aでは写真の現像の文脈で、Bでは国や地域の経済的、社会的発展の文脈で使用されています。
2003年秋季実用フランス語検定1級 A : Malgré son âge, il reste aux (     ) de l'entreprise qu'il a créée. B : Que fait le serverur ?  Il ne vient pas prendre les (     ) !	AとBの両方に適切な単語を入れる場合、「commandes」が適切です。この単語は「指令」や「注文」という意味です。    A: 「Malgré son âge, il reste aux commandes de l'entreprise qu'il a créée.」（年齢にもかかわらず、彼は自分が創設した企業の指揮を執り続けている。） B: 「Que fait le serveur ? Il ne vient pas prendre les commandes !」（ウェイターは何をしているの？ 注文を取りに来ない！）   この文では、「commandes」が、Aでは企業の経営や管理の意味で、Bではレストランなどでの客の注文の意味で使用されています。
2003年秋季実用フランス語検定1級 Ayant triché ( ) le fisc, le député a démissionné hier.	この文脈で「Ayant triché ( ) le fisc」というフレーズに適切な前置詞は「avec」です。したがって、完全な文は次のようになります：  「Ayant triché avec le fisc, le député a démissionné hier.」（税務当局との不正行為があったため、その議員は昨日辞任した。）  この文では、「avec le fisc」（税務当局と共に）は、議員が税務当局と関わりながら不正行為を行ったことを示しています。
2003年秋季実用フランス語検定1級 Cette robe doit coûter ( ) les deux mille euros.	「Cette robe doit coûter dans les deux mille euros」という文には「dans」を使用することができます。したがって、適切な文は次のようになります：  「Cette robe doit coûter dans les deux mille euros.」（このドレスは2000ユーロくらいするだろう。）  この文では、「dans les」は「約」や「およそ」と同様の意味で使われ、価格が大体2000ユーロであることを示しています。
2003年秋季実用フランス語検定1級 Il est comme un saint. Il rend toujours le bien ( ) le mal.	この文脈で「Il rend toujours le bien ( ) le mal」というフレーズに適切な前置詞は「pour」です。したがって、完全な文は次のようになります：  「Il est comme un saint. Il rend toujours le bien pour le mal.」（彼はまるで聖人のようだ。彼はいつも悪には善をもって応える。）  この文では、「pour le mal」は「悪に対して」という意味で、「善をもって悪に応える」という彼の行動を表しています。
2003年秋季実用フランス語検定1級 Le Directeur ne reçoit que ( ) rendez-vous.	「Le Directeur ne reçoit que ( ) rendez-vous」という文に適切な前置詞は「sur」です。したがって、完全な文は次のようになります：  「Le Directeur ne reçoit que sur rendez-vous.」（ディレクターは予約があった場合にのみ対応します。）  この文では、「sur rendez-vous」は「予約がある場合のみ」という意味で、ディレクターが予約制でのみ会うことを示しています。
2003年秋季実用フランス語検定1級     (1) 国債	l'emprunt d'État
2003年秋季実用フランス語検定1級 (5) 断水	la coupure d'eau
2004年秋季実用フランス語検定1級 C'est lui qui a tenté de s'évader.	(解答) C'est lui qui a procédé à la tentation de s'évader. (AI) C'est lui qui a fait une tentative d'évasion. (正答) C'est lui qui a fait une tantative d'évasion.   「C'est lui qui a procédé à la tentation de s'évader.」という文は文法的に間違っています。ここでの問題は、使用されている動詞「procéder à」と名詞「tentation」の組み合わせです。  「procéder à」は「実行する」や「取り組む」という意味で、プロセスや手続きに関連する動作を表します。「tentation」は「誘惑」という意味で、「試み」や「企て」を意味する「tentative」とは異なります。  正しい文は、「C'est lui qui a fait une tentative d'évasion.」（彼が脱走の試みをしたのだ。）となります。ここで、「tentative d'évasion」は「脱走の試み」という意味です。
2004年秋季実用フランス語検定1級 Cette loi a fortement modifié le statut des sans-papiers en France.	(解答) La modification du statut des sans papiers en France a été faite par cette loi. (AI) Cette loi a entraîné une forte modification du statut des sans-papiers en France.  (正答) Cette loi a apporté une importante modification au statut des sans-papiers en France.  「La  modification du statut des sans-papiers en France a été faite par cette  loi.」という文は文法的に正しいです。この文は「フランスにおける無国籍者の地位の変更は、この法律によって行われた」という意味になります。  文は、無国籍者の地位の変更（modification）が特定の法律によって実施されたという事実を述べています。この文は、もとの文「Cette  loi a fortement modifié le statut des sans-papiers en  France.」（この法律はフランスにおける無国籍者の地位を大きく変更した。）の受動態の形です。両方の文は同じ事実を表していますが、文の構造が異なります。
2004年秋季実用フランス語検定1級 Comme elle est sérieuse, ses collègues lui font confiance.	(解答) Elle est tellement de sérieux que ses collègues lui font confiance. (AI) En raison de son sérieux, ses collègues lui font confiance. (正答) Son sérieux lui vaut la confiance de ses collègues. 「Elle  est tellement de sérieux que ses collègues lui font  confiance.」という文は文法的に正しくないです。この文では「de  sérieux」の使い方が不適切です。正しい文法構造に修正すると、以下のようになります：  「Elle a tellement de sérieux que ses collègues lui font confiance.」（彼女は非常に真面目なので、同僚たちは彼女を信頼している。）  この修正された文では、「a tellement de sérieux」（非常に真面目である）という表現が用いられています。これは「彼女の真面目さ」を示し、原文の意味をより適切に表現しています。
2004年秋季実用フランス語検定1級 Je vous remercie de m'avoir promptement répondu.	(解答) Je vous remercie de m'avoir répondu avec promptitude. (AI) Je vous remercie pour votre promptitude à me répondre. (正答) Je vous remercie de la promptitude de votre réponse. 「Je vous remercie de m'avoir répondu avec promptitude.」という文は文法的に正しく、意味も適切です。この文は「迅速に返答してくださったことに感謝します」という意味になります。  この文では、「avec  promptitude」（迅速に）というフレーズが使われており、「promptement répondu」の代わりに「répondu avec  promptitude」（迅速に返答した）という表現を用いています。これにより、返答の迅速さに対する感謝の気持ちを表しています。
